## Symbol Dependencies
name,kind,location,is_cycle,is_static,dependencies
xmlFuzzResourceLoader,function,fuzz/fuzz.c:461,,,xmlParserInputFlags;xmlParserInputPtr;xmlParserErrors;xmlChar;xmlResourceType;xmlFuzzEntityInfo
xmlFuzzSErrorFunc,function,fuzz/fuzz.c:68,,,xmlError
xmlHashDefaultDeallocator,function,hash.c:592,,,XMLPUBFUN;xmlChar
xmlHashAdd,function,hash.c:610,,,xmlHashTable;XMLPUBFUN;xmlChar
xmlHashAdd2,function,hash.c:628,,,xmlHashTable;XMLPUBFUN;xmlChar
xmlHashAdd3,function,hash.c:648,,,xmlHashTable;XMLPUBFUN;xmlChar
xmlHashAddEntry,function,hash.c:669,,,xmlHashTable;XMLPUBFUN;xmlChar
xmlHashAddEntry2,function,hash.c:692,,,xmlHashTable;XMLPUBFUN;xmlChar
xmlHashAddEntry3,function,hash.c:717,,,xmlHashTable;XMLPUBFUN;xmlChar
xmlHashUpdateEntry,function,hash.c:741,,,xmlHashTable;xmlHashDeallocator;xmlChar;XMLPUBFUN
xmlHashUpdateEntry2,function,hash.c:765,,,xmlHashTable;xmlHashDeallocator;xmlChar;XMLPUBFUN
xmlHashUpdateEntry3,function,hash.c:791,,,xmlHashTable;xmlHashDeallocator;xmlChar;XMLPUBFUN
xmlHashLookup3,function,hash.c:870,,,xmlHashEntry;xmlHashTable;xmlChar
xmlHashScan3,function,hash.c:1028,,,xmlHashScanner;xmlChar;xmlHashTable;XMLPUBFUN;stubData
xmlHashScanFull3,function,hash.c:1050,,,xmlChar;xmlHashEntry;xmlHashTable;xmlHashScannerFull;XMLPUBFUN
xmlHashRemoveEntry,function,hash.c:1188,,,xmlHashTable;xmlHashDeallocator;xmlChar;XMLPUBFUN
xmlHashRemoveEntry2,function,hash.c:1205,,,xmlHashTable;xmlHashDeallocator;xmlChar;XMLPUBFUN
xmlHashRemoveEntry3,function,hash.c:1224,,,xmlHashDeallocator;xmlChar;xmlHashEntry;xmlHashTable;XMLPUBFUN;ATTRIBUTE_NO_SANITIZE_INTEGER
libxml_xmlCreateOutputBuffer,function,python/libxml.c:477,,,xmlOutputBufferPtr;xmlChar;PyObject;xmlCharEncodingHandlerPtr;ATTRIBUTE_UNUSED
libxml_xmlCreateInputBuffer,function,python/libxml.c:654,,,xmlParserInputBufferPtr;xmlChar;PyObject;xmlCharEncoding;ATTRIBUTE_UNUSED
libxml_xmlRegisterXPathFunction,function,python/libxml.c:2139,,,libxml_xpathCallbackArray;xmlChar;PyObject;ATTRIBUTE_UNUSED;xmlXPathContextPtr
libxml_xmlXPathRegisterVariable,function,python/libxml.c:2196,,,xmlXPathObjectPtr;xmlChar;PyObject;ATTRIBUTE_UNUSED;xmlXPathContextPtr
libxml_xmlNodeRemoveNsDef,function,python/libxml.c:2606,,,xmlNsPtr;xmlChar;PyObject;xmlNodePtr;ATTRIBUTE_UNUSED
libxml_xmlNewNode,function,python/libxml.c:2836,,,PyObject;xmlNodePtr;ATTRIBUTE_UNUSED;xmlChar
xmlCheckLanguageID,function,parser.c:1286,,,xmlChar
xmlScanName,function,parser.c:3074,,,xmlChar
xmlSAXLocator,struct,include/libxml/parser.h:640,,,xmlChar
xmlParserNodeInfoSeq,struct,include/libxml/parser.h:160,,,xmlParserNodeInfo
xmlSAXUserParseFile,function,parser.c:12615,,,xmlSAXHandler;xmlParserCtxtPtr
xmlSAXUserParseMemory,function,parser.c:12805,,,xmlSAXHandler;xmlParserCtxtPtr
xmlCopyCharMultiByte,function,parserInternals.c:1032,,,xmlChar
xmlCopyChar,function,parserInternals.c:1075,,,xmlChar
xmlCtxtGetLastError,function,parserInternals.c:138,,,xmlParserCtxtPtr;xmlError
xmlStreamPush,function,pattern.c:1940,,,xmlStreamCtxt;XMLPUBFUN;xmlChar
xmlStreamPushNode,function,pattern.c:1963,,,xmlStreamCtxt;XMLPUBFUN;xmlChar
xmlStreamPushAttr,function,pattern.c:1989,,,xmlStreamCtxt;XMLPUBFUN;xmlChar
xmlPatternCompileSafe,function,pattern.c:2078,,,xmlPatParserContextPtr;xmlPattern;xmlChar;xmlPatternPtr;xmlDict;XMLPUBFUN
xmlRelaxNGNewParserCtxt,function,relaxng.c:6471,,,xmlRelaxNGParserCtxtPtr;xmlRelaxNGParserCtxt;xmlChar
xmlRelaxNGValidatePushCData,function,relaxng.c:8062,,,XMLPUBFUN;xmlChar;xmlRelaxNGValidCtxt
xmlSchemaWildcardNs,struct,include/libxml/schemasInternals.h:274,,,xmlChar
xmlSchematronNewParserCtxt,function,schematron.c:632,,,xmlSchematronParserCtxtPtr;xmlSchematronParserCtxt;xmlChar
xmlSchematronParse,function,schematron.c:1202,,,xmlSchematronParserCtxt;xmlChar;xmlDocPtr;xmlNodePtr;xmlSchematron;xmlSchematronPtr
xmlInitMutex,function,threads.c:56,,,xmlMutex;XML_HIDDEN
xmlNewMutex,function,threads.c:74,,,xmlMutex;xmlMutexPtr
xmlCleanupMutex,function,threads.c:91,,,xmlMutex;XML_HIDDEN
xmlFreeMutex,function,threads.c:108,,,xmlMutex;XMLPUBFUN
xmlMutexLock,function,threads.c:123,,,xmlMutex;XMLPUBFUN
xmlMutexUnlock,function,threads.c:145,,,xmlMutex;XMLPUBFUN
xmlInitRMutex,function,threads.c:162,,,XML_HIDDEN;xmlRMutex
xmlNewRMutex,function,threads.c:184,,,xmlRMutexPtr;xmlRMutex
xmlCleanupRMutex,function,threads.c:201,,,XML_HIDDEN;xmlRMutex
xmlFreeRMutex,function,threads.c:219,,,XMLPUBFUN;xmlRMutex
xmlRMutexLock,function,threads.c:233,,,XMLPUBFUN;xmlRMutex
xmlRMutexUnlock,function,threads.c:265,,,XMLPUBFUN;xmlRMutex
xmlBuildQName,function,tree.c:165,,,xmlChar
xmlSplitQName2,function,tree.c:216,,,xmlChar
xmlSplitQName3,function,tree.c:264,,,xmlChar
xmlSplitQName4,function,tree.c:302,,,xmlChar
xmlValidateNCName,function,tree.c:351,,,XMLPUBFUN;xmlChar
xmlValidateQName,function,tree.c:386,,,XMLPUBFUN;xmlChar
xmlValidateName,function,tree.c:429,,,XMLPUBFUN;xmlChar
xmlValidateNMToken,function,tree.c:464,,,XMLPUBFUN;xmlChar
xmlIsXHTML,function,tree.c:8857,,,XMLPUBFUN;xmlChar
xmlBuffer,struct,include/libxml/tree.h:96,,,xmlChar;xmlBufferAllocationScheme
xmlNotation,struct,include/libxml/tree.h:277,,,xmlChar
xmlEnumeration,struct,include/libxml/tree.h:320,,,xmlChar
xmlElementContent,struct,include/libxml/tree.h:400,,,xmlElementContentType;xmlElementContentOccur;xmlChar
xmlNs,struct,include/libxml/tree.h:494,,,xmlNsType;xmlChar
xmlDtd,struct,include/libxml/tree.h:518,,,xmlElementType;xmlChar;XML_DEPRECATED_MEMBER
xmlDoc,struct,include/libxml/tree.h:757,,,xmlElementType;xmlChar;XML_DEPRECATED_MEMBER
xmlDOMWrapNewCtxt,function,tree.c:6939,,,xmlDOMWrapCtxtPtr;xmlDOMWrapCtxt
xmlDOMWrapFreeCtxt,function,tree.c:6956,,,xmlDOMWrapCtxt;xmlNsMapPtr;XMLPUBFUN
libxml_xmlXPathObjectPtrConvert,function,python/types.c:569,,,xmlXPathObjectPtr;xmlChar;xmlNodeSetPtr;PyObject;xmlNodePtr;Py_ssize_t
libxml_xmlCharPtrWrap,function,python/types.c:282,,,PyObject;xmlChar
libxml_xmlCharPtrConstWrap,function,python/types.c:296,,,PyObject;xmlChar
libxml_constxmlCharPtrWrap,function,python/types.c:322,,,PyObject;xmlChar
libxml_xmlErrorPtrWrap,function,python/types.c:877,,,PyObject;xmlErrorPtr;xmlError
xmlURIEscapeStr,function,uri.c:1637,,,xmlChar
xmlURIEscape,function,uri.c:1711,,,xmlChar;xmlURIPtr;segment;uri
xmlBuildURISafe,function,uri.c:1970,,,XMLPUBFUN;xmlChar;xmlURIPtr
xmlBuildRelativeURISafe,function,uri.c:2489,,,XMLPUBFUN;xmlChar;xmlURIPtr
xmlCanonicPath,function,uri.c:2740,,,xmlChar
xmlParseURISafe,function,uri.c:962,,,XMLPUBFUN;xmlURI;xmlURIPtr
xmlParseURIReference,function,uri.c:1012,,,XMLPUBFUN;xmlURI
xmlParseURIRaw,function,uri.c:1026,,,xmlURI;xmlURIPtr
xmlCreateURI,function,uri.c:1058,,,xmlURI;xmlURIPtr
xmlPrintURI,function,uri.c:1367,,,XMLPUBFUN;xmlChar;xmlURI
xmlFreeURI,function,uri.c:1412,,,XMLPUBFUN;xmlURI
xmlValidateNameValue,function,valid.c:3113,,,XMLPUBFUN;xmlChar
xmlValidateNamesValue,function,valid.c:3158,,,XMLPUBFUN;xmlChar
xmlValidateNmtokenValue,function,valid.c:3191,,,XMLPUBFUN;xmlChar
xmlValidateNmtokensValue,function,valid.c:3247,,,XMLPUBFUN;xmlChar
xmlValidateAttributeValue,function,valid.c:3335,,,xmlAttributeType;xmlChar
xlinkSetDefaultHandler,function,xlink.c:57,,,xlinkHandler
xmlEscapeText,function,xmlIO.c:178,,,xmlChar
xmlParserInputBuffer,struct,include/libxml/xmlIO.h:126,,,xmlCharEncodingHandler;xmlInputReadCallback;xmlBuf;xmlInputCloseCallback
xmlOutputBuffer,struct,include/libxml/xmlIO.h:145,,,xmlCharEncodingHandler;xmlBuf;xmlOutputWriteCallback;xmlOutputCloseCallback
xmllintMain,function,xmllint.c:2925,,,xmlSchematronParserCtxtPtr;xmlResourceLoader;xmllintState;xmlSAXHandler;LIBXML_TEST_VERSION;stat;xmlParserCtxtPtr;xmlRelaxNGParserCtxtPtr;xmlSchemaParserCtxtPtr
xmlModuleOpen,function,xmlmodule.c:60,,,xmlModule;xmlModulePtr;xmlChar
xmlTextReaderReadInnerXml,function,xmlreader.c:1658,,,xmlTextReader;xmlNodePtr;xmlOutputBufferPtr;xmlChar
xmlTextReaderReadOuterXml,function,xmlreader.c:1697,,,xmlTextReader;xmlNodePtr;xmlOutputBufferPtr;xmlChar
xmlTextReaderReadString,function,xmlreader.c:1737,,,xmlTextReader;xmlBufPtr;xmlNodePtr;xmlChar
xmlTextReaderGetAttributeNo,function,xmlreader.c:2250,,,xmlTextReader;xmlNsPtr;xmlAttrPtr;xmlChar
xmlTextReaderGetAttribute,function,xmlreader.c:2300,,,xmlTextReader;xmlNsPtr;xmlChar
xmlTextReaderGetAttributeNs,function,xmlreader.c:2384,,,xmlTextReader;xmlNsPtr;xmlChar
xmlTextReaderLookupNamespace,function,xmlreader.c:2483,,,xmlTextReader;xmlNsPtr;xmlChar
xmlTextReaderMoveToAttribute,function,xmlreader.c:2559,,,xmlTextReader;xmlNsPtr;xmlAttrPtr;xmlChar;xmlNodePtr;XMLPUBFUN
xmlTextReaderMoveToAttributeNs,function,xmlreader.c:2661,,,xmlTextReader;xmlNsPtr;xmlAttrPtr;xmlChar;xmlNodePtr;XMLPUBFUN
xmlTextReaderReadAttributeValue,function,xmlreader.c:2805,,,xmlTextReader;xmlNsPtr;XMLPUBFUN;xmlChar
xmlTextReaderConstEncoding,function,xmlreader.c:2858,,,xmlTextReader;xmlChar
xmlTextReaderLocalName,function,xmlreader.c:3024,,,xmlTextReader;xmlNodePtr;xmlNsPtr;xmlChar
xmlTextReaderConstLocalName,function,xmlreader.c:3053,,,xmlTextReader;xmlNodePtr;xmlNsPtr;xmlChar
xmlTextReaderName,function,xmlreader.c:3082,,,xmlTextReader;xmlNodePtr;xmlNsPtr;xmlChar
xmlTextReaderConstName,function,xmlreader.c:3153,,,xmlTextReader;xmlNodePtr;xmlNsPtr;xmlChar
xmlTextReaderPrefix,function,xmlreader.c:3216,,,xmlTextReader;xmlNodePtr;xmlNsPtr;xmlChar
xmlTextReaderConstPrefix,function,xmlreader.c:3246,,,xmlTextReader;xmlNodePtr;xmlNsPtr;xmlChar
xmlTextReaderNamespaceUri,function,xmlreader.c:3276,,,xmlTextReader;xmlNodePtr;xmlChar
xmlTextReaderConstNamespaceUri,function,xmlreader.c:3302,,,xmlTextReader;xmlNodePtr;xmlChar
xmlTextReaderBaseUri,function,xmlreader.c:3328,,,xmlTextReader;xmlChar
xmlTextReaderConstBaseUri,function,xmlreader.c:3349,,,xmlTextReader;xmlChar
xmlTextReaderValue,function,xmlreader.c:3453,,,xmlTextReader;xmlNsPtr;xmlAttrPtr;xmlChar;xmlDocPtr;xmlNodePtr
xmlTextReaderConstValue,function,xmlreader.c:3500,,,xmlTextReader;xmlNsPtr;xmlAttrPtr;xmlChar;xmlNodePtr
xmlTextReaderConstXmlLang,function,xmlreader.c:3603,,,xmlTextReader;xmlChar
xmlTextReaderPreservePattern,function,xmlreader.c:3853,,,xmlTextReader;XMLPUBFUN;xmlChar;xmlPatternPtr
xmlTextReaderConstXmlVersion,function,xmlreader.c:4401,,,xmlTextReader;xmlDocPtr;xmlChar
xmlTextReaderLocatorBaseURI,function,xmlreader.c:4489,,,xmlParserCtxtPtr;xmlParserInputPtr;xmlChar;xmlTextReaderLocatorPtr
xmlReaderForDoc,function,xmlreader.c:4994,,,xmlTextReader;xmlChar
xmlReaderNewDoc,function,xmlreader.c:5218,,,xmlTextReader;XMLPUBFUN;xmlChar
xmlRegExecPushString,function,xmlregexp.c:4189,,,xmlRegExecCtxt;xmlChar
xmlRegExecPushString2,function,xmlregexp.c:4207,,,xmlRegExecCtxt;xmlChar
xmlRegExecNextValues,function,xmlregexp.c:4424,,,xmlRegExecCtxt;xmlChar
xmlRegExecErrInfo,function,xmlregexp.c:4449,,,xmlRegExecCtxt;xmlChar
xmlRegexpCompile,function,xmlregexp.c:5419,,,xmlRegexp;xmlRegParserCtxtPtr;xmlRegexpPtr;xmlChar
xmlRegexpExec,function,xmlregexp.c:5469,,,xmlRegexp;XMLPUBFUN;xmlChar
xmlAutomataNewTransition,function,xmlregexp.c:5676,,,xmlChar;xmlAutomataState;xmlRegAtomPtr;xmlAutomata
xmlAutomataNewTransition2,function,xmlregexp.c:5719,,,xmlChar;xmlAutomataState;xmlRegAtomPtr;xmlAutomata
xmlAutomataNewNegTrans,function,xmlregexp.c:5779,,,xmlChar;xmlAutomataState;xmlRegAtomPtr;xmlAutomata
xmlAutomataNewCountTrans2,function,xmlregexp.c:5846,,,xmlChar;xmlAutomataState;xmlRegAtomPtr;xmlAutomata
xmlAutomataNewCountTrans,function,xmlregexp.c:5941,,,xmlChar;xmlAutomataState;xmlRegAtomPtr;xmlAutomata
xmlAutomataNewOnceTrans2,function,xmlregexp.c:6019,,,xmlChar;xmlAutomataState;xmlRegAtomPtr;xmlAutomata
xmlAutomataNewOnceTrans,function,xmlregexp.c:6107,,,xmlChar;xmlAutomataState;xmlRegAtomPtr;xmlAutomata
FREE_AND_NULL,function,xmlschemas.c:2551,,,nsName;xmlChar
xmlSchemaNewParserCtxt,function,xmlschemas.c:12167,,,xmlSchemaParserCtxt;xmlChar;xmlSchemaParserCtxtPtr
xmlSchemaValidateSetFilename,function,xmlschemas.c:27061,,,xmlSchemaValidCtxt;XMLPUBFUN;xmlChar
xmlSchemaSAXPlug,function,xmlschemas.c:28102,,,xmlSAXHandler;xmlSchemaValidCtxt;xmlSchemaSAXPlugStruct;xmlSchemaSAXPlugPtr;xmlSAXHandlerPtr
xmlSchemaValueGetAsString,function,xmlschemastypes.c:1107,,,xmlSchemaVal;xmlChar
xmlSchemaNewStringValue,function,xmlschemastypes.c:1157,,,xmlSchemaValPtr;xmlSchemaVal;xmlSchemaValType;xmlChar
xmlSchemaNewNOTATIONValue,function,xmlschemastypes.c:1183,,,xmlSchemaVal;xmlSchemaValPtr;xmlChar
xmlSchemaNewQNameValue,function,xmlschemastypes.c:1207,,,xmlSchemaVal;xmlSchemaValPtr;xmlChar
xmlSchemaWhiteSpaceReplace,function,xmlschemastypes.c:2166,,,xmlChar
xmlSchemaCollapseString,function,xmlschemastypes.c:2199,,,xmlChar
xmlSchemaGetCanonValue,function,xmlschemastypes.c:5722,,,xmlSchemaValPtr;xmlSchemaVal;XMLPUBFUN;xmlChar
xmlSchemaGetCanonValueWhtsp,function,xmlschemastypes.c:6052,,,xmlSchemaVal;XMLPUBFUN;xmlChar;xmlSchemaWhitespaceValueType
xmlStrndup,function,xmlstring.c:50,,,xmlChar
xmlCharStrndup,function,xmlstring.c:89,,,xmlChar
xmlStrcmp,function,xmlstring.c:132,,,XMLPUBFUN;xmlChar
xmlStrEqual,function,xmlstring.c:157,,,XMLPUBFUN;xmlChar
xmlStrQEqual,function,xmlstring.c:181,,,XMLPUBFUN;xmlChar
xmlStrncmp,function,xmlstring.c:206,,,XMLPUBFUN;xmlChar
xmlStrcasecmp,function,xmlstring.c:266,,,XMLPUBFUN;xmlChar
xmlStrncasecmp,function,xmlstring.c:289,,,XMLPUBFUN;xmlChar
xmlStrstr,function,xmlstring.c:330,,,xmlChar
xmlStrcasestr,function,xmlstring.c:356,,,xmlChar
xmlStrsub,function,xmlstring.c:382,,,xmlChar
xmlStrlen,function,xmlstring.c:405,,,XMLPUBFUN;xmlChar
xmlStrncat,function,xmlstring.c:423,,,xmlChar
xmlStrncatNew,function,xmlstring.c:458,,,xmlChar
xmlStrcat,function,xmlstring.c:495,,,xmlChar;NULL;WXS_BASIC_CAST;msg;BAD_CAST
xmlStrPrintf,function,xmlstring.c:516,,,xmlChar
xmlStrVPrintf,function,xmlstring.c:542,,,xmlChar
xmlStrVASPrintf,function,xmlstring.c:566,,,XML_HIDDEN;xmlChar
xmlStrASPrintf,function,xmlstring.c:682,,,XML_HIDDEN;xmlChar
xmlUTF8Size,function,xmlstring.c:716,,,XMLPUBFUN;xmlChar
xmlUTF8Charcmp,function,xmlstring.c:745,,,XMLPUBFUN;xmlChar
xmlUTF8Strlen,function,xmlstring.c:763,,,XMLPUBFUN;xmlChar
xmlUTF8Strsize,function,xmlstring.c:926,,,XMLPUBFUN;xmlChar
xmlUTF8Strndup,function,xmlstring.c:960,,,xmlChar
xmlUTF8Strpos,function,xmlstring.c:984,,,xmlChar
xmlUTF8Strloc,function,xmlstring.c:1016,,,XMLPUBFUN;xmlChar
xmlUTF8Strsub,function,xmlstring.c:1053,,,xmlChar
xmlEscapeFormatString,function,xmlstring.c:1092,,,xmlChar
xmlTextWriterStartDocument,function,xmlwriter.c:487,,,xmlLinkPtr;xmlChar;xmlCharEncodingHandlerPtr;xmlTextWriter;XMLPUBFUN
xmlTextWriterWriteVFormatComment,function,xmlwriter.c:854,,,xmlTextWriter;xmlChar
xmlTextWriterWriteComment,function,xmlwriter.c:884,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterStartElement,function,xmlwriter.c:914,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlChar;xmlTextWriter;XMLPUBFUN
xmlTextWriterStartElementNS,function,xmlwriter.c:1009,,,xmlTextWriterNsStackEntry;xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterWriteVFormatRaw,function,xmlwriter.c:1268,,,xmlTextWriter;xmlChar
xmlTextWriterWriteRawLen,function,xmlwriter.c:1297,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlChar;xmlTextWriter;XMLPUBFUN
xmlTextWriterWriteRaw,function,xmlwriter.c:1349,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterWriteVFormatString,function,xmlwriter.c:1389,,,xmlTextWriter;xmlChar
xmlTextWriterWriteString,function,xmlwriter.c:1416,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlChar;xmlTextWriter;XMLPUBFUN
xmlTextWriterStartAttribute,function,xmlwriter.c:1688,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlChar;xmlTextWriter;XMLPUBFUN
xmlTextWriterStartAttributeNS,function,xmlwriter.c:1752,,,xmlTextWriterNsStackEntry;xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterWriteFormatAttribute,function,xmlwriter.c:1887,,,xmlTextWriter;xmlChar
xmlTextWriterWriteVFormatAttribute,function,xmlwriter.c:1912,,,xmlTextWriter;xmlChar
xmlTextWriterWriteAttribute,function,xmlwriter.c:1941,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterWriteFormatAttributeNS,function,xmlwriter.c:1976,,,xmlTextWriter;xmlChar
xmlTextWriterWriteVFormatAttributeNS,function,xmlwriter.c:2006,,,xmlTextWriter;xmlChar
xmlTextWriterWriteAttributeNS,function,xmlwriter.c:2040,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterWriteFormatElement,function,xmlwriter.c:2078,,,xmlTextWriter;xmlChar
xmlTextWriterWriteVFormatElement,function,xmlwriter.c:2103,,,xmlTextWriter;xmlChar
xmlTextWriterWriteElement,function,xmlwriter.c:2132,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterWriteFormatElementNS,function,xmlwriter.c:2169,,,xmlTextWriter;xmlChar
xmlTextWriterWriteVFormatElementNS,function,xmlwriter.c:2199,,,xmlTextWriter;xmlChar
xmlTextWriterWriteElementNS,function,xmlwriter.c:2233,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterStartPI,function,xmlwriter.c:2270,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlChar;xmlTextWriter;XMLPUBFUN
xmlTextWriterWriteFormatPI,function,xmlwriter.c:2416,,,xmlTextWriter;xmlChar
xmlTextWriterWriteVFormatPI,function,xmlwriter.c:2440,,,xmlTextWriter;xmlChar
xmlTextWriterWritePI,function,xmlwriter.c:2469,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterWriteVFormatCDATA,function,xmlwriter.c:2644,,,xmlTextWriter;xmlChar
xmlTextWriterWriteCDATA,function,xmlwriter.c:2671,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterStartDTD,function,xmlwriter.c:2705,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlChar;xmlTextWriter;XMLPUBFUN
xmlTextWriterWriteFormatDTD,function,xmlwriter.c:2920,,,xmlTextWriter;xmlChar
xmlTextWriterWriteVFormatDTD,function,xmlwriter.c:2949,,,xmlTextWriter;xmlChar
xmlTextWriterWriteDTD,function,xmlwriter.c:2982,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterStartDTDElement,function,xmlwriter.c:3017,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlChar;xmlTextWriter;XMLPUBFUN
xmlTextWriterWriteFormatDTDElement,function,xmlwriter.c:3154,,,xmlTextWriter;xmlChar
xmlTextWriterWriteVFormatDTDElement,function,xmlwriter.c:3179,,,xmlTextWriter;xmlChar
xmlTextWriterWriteDTDElement,function,xmlwriter.c:3208,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterStartDTDAttlist,function,xmlwriter.c:3244,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlChar;xmlTextWriter;XMLPUBFUN
xmlTextWriterWriteFormatDTDAttlist,function,xmlwriter.c:3381,,,xmlTextWriter;xmlChar
xmlTextWriterWriteVFormatDTDAttlist,function,xmlwriter.c:3406,,,xmlTextWriter;xmlChar
xmlTextWriterWriteDTDAttlist,function,xmlwriter.c:3435,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterStartDTDEntity,function,xmlwriter.c:3472,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlChar;xmlTextWriter;XMLPUBFUN
xmlTextWriterWriteFormatDTDInternalEntity,function,xmlwriter.c:3629,,,xmlTextWriter;xmlChar
xmlTextWriterWriteVFormatDTDInternalEntity,function,xmlwriter.c:3657,,,xmlTextWriter;xmlChar
xmlTextWriterWriteDTDEntity,function,xmlwriter.c:3692,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterWriteDTDInternalEntity,function,xmlwriter.c:3723,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterWriteDTDExternalEntity,function,xmlwriter.c:3765,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterWriteDTDExternalEntityContents,function,xmlwriter.c:3811,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlChar;xmlTextWriter;XMLPUBFUN
xmlTextWriterWriteDTDNotation,function,xmlwriter.c:3941,,,xmlTextWriterStackEntry;xmlLinkPtr;xmlChar;xmlTextWriter;XMLPUBFUN
xmlTextWriterSetIndentString,function,xmlwriter.c:4421,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlTextWriterSetQuoteChar,function,xmlwriter.c:4444,,,xmlTextWriter;xmlChar;XMLPUBFUN
xmlXPathCastNumberToString,function,xpath.c:4355,,,xmlChar
xmlXPathCastStringToNumber,function,xpath.c:4505,,,XMLPUBFUN;xmlChar
xmlXPathCastStringToBoolean,function,xpath.c:4615,,,XMLPUBFUN;xmlChar
xmlXPathStringEvalNumber,function,xpath.c:8189,,,XMLPUBFUN;xmlChar
xmlXPathIsNodeType,function,xpath.c:8501,,,XMLPUBFUN;xmlChar
xmlXPathType,struct,include/libxml/xpath.h:145,,,xmlXPathConvertFunc;xmlChar
xmlXPathFunct,struct,include/libxml/xpath.h:167,,,xmlXPathEvalFunc;xmlChar
xmlXPathAxis,struct,include/libxml/xpath.h:179,,,xmlChar;xmlXPathAxisFunc
execute_xpath_expression,function,example/xpath1.c:78,,,xmlXPathObjectPtr;xmlDocPtr;xmlChar;xmlXPathContextPtr
register_namespaces,function,example/xpath1.c:140,,,xmlXPathContextPtr;xmlChar
htmlParseDocument,function,HTMLparser.c:4397,,,htmlParserCtxt;XMLPUBFUN;xmlSAXLocator
htmlNewDocNoDtD,function,HTMLparser.c:2229,,,xmlDoc;xmlChar;xmlDocPtr;xmlNodePtr;xmlDtdPtr
htmlSAXParseDoc,function,HTMLparser.c:5286,,,xmlDoc;xmlChar;htmlDocPtr;htmlSAXHandler;htmlParserCtxtPtr
htmlSAXParseFile,function,HTMLparser.c:5387,,,xmlDoc;htmlDocPtr;htmlSAXHandler;htmlSAXHandlerPtr;htmlParserCtxtPtr
htmlReadDoc,function,HTMLparser.c:5692,,,xmlParserInputPtr;xmlDoc;xmlChar;htmlDocPtr;htmlParserCtxtPtr
htmlReadFile,function,HTMLparser.c:5727,,,xmlParserInputPtr;htmlDocPtr;htmlParserCtxtPtr;xmlDoc
htmlReadMemory,function,HTMLparser.c:5762,,,xmlParserInputPtr;htmlDocPtr;htmlParserCtxtPtr;xmlDoc
htmlReadFd,function,HTMLparser.c:5804,,,xmlParserInputPtr;htmlDocPtr;htmlParserCtxtPtr;xmlDoc
htmlReadIO,function,HTMLparser.c:5840,,,xmlParserInputPtr;xmlDoc;xmlInputCloseCallback;xmlInputReadCallback;htmlDocPtr;htmlParserCtxtPtr
htmlGetMetaEncoding,function,HTMLtree.c:264,,,htmlMetaEncoding;xmlDoc;htmlNodePtr;xmlChar
htmlSetMetaEncoding,function,HTMLtree.c:299,,,xmlDoc;htmlNodePtr;xmlChar;htmlMetaEncoding;xmlNodePtr;XMLPUBFUN
htmlDocDumpMemoryFormat,function,HTMLtree.c:602,,,xmlOutputBufferPtr;xmlDoc;xmlChar;xmlCharEncodingHandlerPtr;XMLPUBFUN
htmlDocDumpMemory,function,HTMLtree.c:651,,,xmlDoc;XMLPUBFUN;xmlChar
htmlDocDump,function,HTMLtree.c:1205,,,xmlOutputBufferPtr;xmlDoc;xmlCharEncodingHandlerPtr;XMLPUBFUN
htmlSaveFile,function,HTMLtree.c:1243,,,xmlDoc;XMLPUBFUN
htmlSaveFileFormat,function,HTMLtree.c:1266,,,xmlOutputBufferPtr;xmlDoc;xmlCharEncodingHandlerPtr;XMLPUBFUN
htmlSaveFileEnc,function,HTMLtree.c:1308,,,xmlDoc;XMLPUBFUN
htmlDocContentDumpFormatOutput,function,HTMLtree.c:1159,,,xmlOutputBuffer;xmlNodePtr;XMLPUBFUN;xmlDoc
