## Symbol Dependencies
name,kind,location,is_cycle,is_static,dependencies
xmlCreateURLParserCtxt,function,parser.c:12408,,,xmlParserCtxtPtr;xmlParserInputPtr;xmlParserCtxt
xmlSetupParserForBuffer,function,parser.c:12585,,,xmlParserInputPtr;xmlChar;xmlParserCtxt
xmlCreateMemoryParserCtxt,function,parser.c:12667,,,xmlParserCtxtPtr;xmlParserInputPtr;xmlParserCtxt
xmlCreateDocParserCtxt,function,parser.c:12849,,,xmlParserCtxtPtr;xmlParserInputPtr;xmlChar;xmlParserCtxt
xmlCtxtReset,function,parser.c:12955,,,xmlParserInputPtr;xmlParserCtxt;XMLPUBFUN;xmlDictPtr
xmlCtxtResetPush,function,parser.c:13058,,,xmlParserInputPtr;XMLPUBFUN;xmlParserCtxt
xmlCtxtSetOptions,function,parser.c:13172,,,XMLPUBFUN;xmlParserCtxt
xmlCtxtGetOptions,function,parser.c:13191,,,XMLPUBFUN;xmlParserCtxt
xmlCtxtUseOptions,function,parser.c:13223,,,XMLPUBFUN;xmlParserCtxt
xmlCtxtSetMaxAmplification,function,parser.c:13263,,,XMLPUBFUN;xmlParserCtxt
xmlCtxtParseDocument,function,parser.c:13281,,,xmlDocPtr;xmlDoc;xmlParserInput;xmlParserCtxt
xmlCtxtReadDoc,function,parser.c:13525,,,xmlParserInputPtr;xmlDoc;xmlChar;xmlParserCtxt
xmlCtxtReadFile,function,parser.c:13559,,,xmlParserInputPtr;xmlDoc;xmlParserCtxt
xmlCtxtReadMemory,function,parser.c:13597,,,xmlParserInputPtr;xmlDoc;xmlParserCtxt
xmlCtxtReadFd,function,parser.c:13635,,,xmlParserInputPtr;xmlDoc;xmlParserCtxt
xmlCtxtReadIO,function,parser.c:13672,,,xmlParserInputPtr;xmlDoc;xmlInputCloseCallback;xmlInputReadCallback;xmlParserCtxt
xmlCtxtSetErrorHandler,function,parserInternals.c:117,,,xmlStructuredErrorFunc;XMLPUBFUN;xmlParserCtxt
xmlCtxtErrMemory,function,parserInternals.c:175,,,xmlGenericErrorFunc;xmlStructuredErrorFunc;XMLPUBFUN;xmlParserCtxt
xmlCtxtErrIO,function,parserInternals.c:217,,,xmlParserCtxt;XML_HIDDEN;xmlChar;xmlErrorLevel
xmlCtxtIsCatastrophicError,function,parserInternals.c:265,,,XML_HIDDEN;xmlParserCtxt
xmlCtxtVErr,function,parserInternals.c:289,,,xmlParserErrors;xmlStructuredErrorFunc;xmlErrorDomain;XML_HIDDEN;xmlParserCtxt;xmlGenericErrorFunc;xmlParserInputPtr;xmlChar;xmlNode;xmlErrorLevel
xmlCtxtGetStatus,function,parserInternals.c:437,,,xmlParserStatus;xmlParserCtxt
xmlFatalErr,function,parserInternals.c:468,,,xmlParserErrors;XML_HIDDEN;xmlChar;xmlErrorLevel;xmlErrorDomain;xmlParserCtxt
xmlHaltParser,function,parserInternals.c:527,,,XML_HIDDEN;xmlParserCtxt
xmlParserGrow,function,parserInternals.c:553,,,xmlParserInputPtr;xmlParserInputBufferPtr;XML_HIDDEN;xmlParserCtxt
xmlParserCheckEOF,function,parserInternals.c:602,,,xmlParserInputPtr;xmlParserInputBufferPtr;xmlCharEncError;xmlParserErrors;XML_HIDDEN;xmlParserCtxt
xmlParserShrink,function,parserInternals.c:687,,,xmlParserInputPtr;xmlParserInputBufferPtr;XML_HIDDEN;xmlParserCtxt
xmlNextChar,function,parserInternals.c:763,,,xmlParserCtxt
xmlCurrentChar,function,parserInternals.c:870,,,xmlParserCtxt
xmlStringCurrentChar,function,parserInternals.c:1008,,,xmlChar;xmlParserCtxt
xmlCtxtSetCharEncConvImpl,function,parserInternals.c:1104,,,XMLPUBFUN;xmlCharEncConvImpl;xmlParserCtxt
xmlSwitchEncoding,function,parserInternals.c:1208,,,xmlParserErrors;xmlCharEncodingHandlerPtr;xmlCharEncoding;XMLPUBFUN;xmlParserCtxt
xmlSwitchEncodingName,function,parserInternals.c:1281,,,XMLPUBFUN;xmlParserCtxt
xmlSwitchInputEncoding,function,parserInternals.c:1397,,,xmlCharEncodingHandler;xmlParserInput;xmlParserErrors;xmlParserCtxt
xmlSwitchToEncoding,function,parserInternals.c:1420,,,xmlCharEncodingHandler;XMLPUBFUN;xmlParserErrors;xmlParserCtxt
xmlDetectEncoding,function,parserInternals.c:1444,,,xmlParserErrors;xmlChar;xmlCharEncodingHandlerPtr;xmlCharEncoding;XML_HIDDEN;xmlParserCtxt
xmlSetDeclaredEncoding,function,parserInternals.c:1578,,,xmlCharEncFlags;xmlParserErrors;xmlChar;xmlCharEncodingHandlerPtr;XML_HIDDEN;xmlParserCtxt
xmlGetActualEncoding,function,parserInternals.c:1686,,,xmlChar;xmlParserCtxt
xmlNewInputStream,function,parserInternals.c:1735,,,xmlParserInputPtr;xmlParserInput;xmlParserCtxt
xmlCtxtNewInputFromUrl,function,parserInternals.c:1762,,,xmlParserInputFlags;xmlParserInputPtr;xmlParserInput;xmlParserCtxt
xmlCtxtNewInputFromMemory,function,parserInternals.c:1861,,,xmlParserInputFlags;xmlParserInputPtr;xmlParserInput;xmlParserCtxt
xmlCtxtNewInputFromString,function,parserInternals.c:1922,,,xmlParserInputFlags;xmlParserInputPtr;xmlParserInput;xmlParserCtxt
xmlCtxtNewInputFromFd,function,parserInternals.c:1989,,,xmlParserInputFlags;xmlParserInputPtr;xmlParserInput;xmlParserCtxt
xmlCtxtNewInputFromIO,function,parserInternals.c:2070,,,xmlParserInputFlags;xmlParserInputPtr;xmlInputCloseCallback;xmlInputReadCallback;xmlParserInput;xmlParserCtxt
xmlNewIOInputStream,function,parserInternals.c:2139,,,xmlParserInputPtr;xmlParserInputBuffer;xmlCharEncoding;xmlParserInput;xmlParserCtxt
xmlNewEntityInputStream,function,parserInternals.c:2170,,,xmlParserInputPtr;xmlEntity;xmlResourceType;xmlParserInput;xmlParserCtxt
xmlNewInputFromFile,function,parserInternals.c:2451,,,xmlParserInputPtr;xmlParserInputFlags;xmlParserErrors;xmlParserInput;xmlParserCtxt
xmlNoNetExternalEntityLoader,function,parserInternals.c:2528,,,xmlParserInputPtr;xmlParserInput;xmlParserCtxt
xmlCtxtSetResourceLoader,function,parserInternals.c:2590,,,xmlResourceLoader;XMLPUBFUN;xmlParserCtxt
xmlLoadResource,function,parserInternals.c:2607,,,xmlParserInputPtr;xmlParserInputFlags;xmlChar;xmlResourceType;xmlParserInput;xmlParserCtxt
xmlInitParserCtxt,function,parserInternals.c:2879,,,XMLPUBFUN;xmlParserCtxt
xmlFreeParserCtxt,function,parserInternals.c:2892,,,xmlParserInputPtr;xmlAttrPtr;xmlChar;xmlNodePtr;XMLPUBFUN;xmlParserCtxt
xmlNewSAXParserCtxt,function,parserInternals.c:2999,,,xmlSAXHandler;xmlParserCtxtPtr;xmlParserCtxt
xmlCtxtSetPrivate,function,parserInternals.c:3039,,,XMLPUBFUN;xmlParserCtxt
xmlCtxtSetCatalogs,function,parserInternals.c:3069,,,XMLPUBFUN;xmlParserCtxt
xmlCtxtSetDict,function,parserInternals.c:3100,,,xmlDict;XMLPUBFUN;xmlParserCtxt
xmlCtxtSetSaxHandler,function,parserInternals.c:3137,,,xmlSAXHandler;XMLPUBFUN;xmlParserCtxt
xmlCtxtGetDocument,function,parserInternals.c:3162,,,xmlDocPtr;xmlDoc;xmlParserCtxt
xmlCtxtIsHtml,function,parserInternals.c:3190,,,XMLPUBFUN;xmlParserCtxt
xmlCtxtIsStopped,function,parserInternals.c:3204,,,XMLPUBFUN;xmlParserCtxt
xmlClearParserCtxt,function,parserInternals.c:3241,,,xmlParserCtxt
xmlParserFindNodeInfo,function,parserInternals.c:3257,,,xmlNode;xmlParserNodeInfo;xmlParserCtxt
xmlParserAddNodeInfo,function,parserInternals.c:3358,,,xmlParserNodeInfo;xmlNodePtr;xmlParserCtxt
xmlSchemaFacetLink,struct,include/libxml/schemasInternals.h:363,,,xmlSchemaFacet
xmlCtxtValidateDtd,function,valid.c:6100,,,xmlDoc;xmlDtd;XMLPUBFUN;xmlParserCtxt
xmlCtxtValidateDocument,function,valid.c:6362,,,xmlDoc;XMLPUBFUN;xmlParserCtxt
xmlTextReaderSetSchema,function,xmlreader.c:4032,,,xmlTextReader;xmlSchema;XMLPUBFUN
xmlSchemaNewFacet,function,xmlschemas.c:3292,,,xmlSchemaFacet;xmlSchemaFacetPtr
xmlSchemaFreeFacet,function,xmlschemas.c:3883,,,XMLPUBFUN;xmlSchemaFacet
xmlSchemaFreeWildcard,function,xmlschemas.c:3751,,,XMLPUBFUN;xmlSchemaWildcard
xmlSchemaFree,function,xmlschemas.c:4043,,,xmlSchemaBucketPtr;xmlSchemaItemListPtr;xmlSchema;XMLPUBFUN
xmlSchemaDump,function,xmlschemas.c:4437,,,xmlSchema;XMLPUBFUN
xmlSchemaParse,function,xmlschemas.c:20860,,,xmlSchemaPtr;xmlSchemaBucketPtr;xmlSchema;xmlSchemaParserCtxt
xmlSchemaNewValidCtxt,function,xmlschemas.c:27028,,,xmlSchemaValidCtxtPtr;xmlSchema;xmlSchemaValidCtxt
xmlSchemaGetFacetValueAsULong,function,xmlschemastypes.c:5184,,,XMLPUBFUN;xmlSchemaFacet
xmlSchemaValidateListSimpleTypeFacet,function,xmlschemastypes.c:5206,,,XMLPUBFUN;xmlChar;xmlSchemaFacet
xmlSchemaValidateLengthFacetWhtsp,function,xmlschemastypes.c:5400,,,xmlSchemaValType;xmlChar;xmlSchemaWhitespaceValueType;xmlSchemaVal;XMLPUBFUN;xmlSchemaFacet
xmlSchemaValidateFacetWhtsp,function,xmlschemastypes.c:5693,,,xmlSchemaValType;xmlChar;xmlSchemaWhitespaceValueType;xmlSchemaVal;XMLPUBFUN;xmlSchemaFacet
xmlNewTextWriterPushParser,function,xmlwriter.c:295,,,xmlOutputBufferPtr;xmlTextWriter;xmlTextWriterPtr;xmlParserCtxt
xmlXPathDebugDumpObject,function,xpath.c:1211,,,xmlXPathObject;XMLPUBFUN
xmlXPathNewNodeSet,function,xpath.c:3176,,,xmlNode;xmlXPathObject;xmlXPathObjectPtr
xmlXPathNewValueTree,function,xpath.c:3202,,,xmlNode;xmlXPathObject;xmlXPathObjectPtr
xmlXPathNewNodeSetList,function,xpath.c:3221,,,xmlXPathObjectPtr;xmlXPathObject;xmlNodeSet
xmlXPathWrapNodeSet,function,xpath.c:3252,,,xmlXPathObjectPtr;xmlXPathObject;xmlNodeSet
xmlXPathFreeNodeSetList,function,xpath.c:3273,,,xmlXPathObject;XMLPUBFUN
xmlXPathRegisterVariable,function,xpath.c:3816,,,xmlXPathContext;xmlXPathObject;xmlChar;XMLPUBFUN
xmlXPathRegisterVariableNS,function,xpath.c:3832,,,xmlXPathContext;xmlXPathObject;xmlChar;XMLPUBFUN
xmlXPathVariableLookup,function,xpath.c:3876,,,xmlXPathObjectPtr;xmlXPathObject;xmlXPathContext;xmlChar;xmlXPathVariableLookupFunc
xmlXPathVariableLookupNS,function,xpath.c:3900,,,xmlXPathObjectPtr;xmlXPathObject;xmlXPathContext;xmlChar;xmlXPathVariableLookupFunc
xmlXPathNewFloat,function,xpath.c:4041,,,xmlXPathObjectPtr;xmlXPathObject
xmlXPathNewBoolean,function,xpath.c:4060,,,xmlXPathObjectPtr;xmlXPathObject
xmlXPathNewString,function,xpath.c:4079,,,xmlXPathObjectPtr;xmlXPathObject;xmlChar
xmlXPathWrapString,function,xpath.c:4106,,,xmlXPathObjectPtr;xmlXPathObject;xmlChar
xmlXPathWrapExternal,function,xpath.c:4149,,,xmlXPathObjectPtr;xmlXPathObject
xmlXPathObjectCopy,function,xpath.c:4168,,,xmlXPathObjectPtr;xmlXPathObject
xmlXPathFreeObject,function,xpath.c:4216,,,xmlXPathObject;XMLPUBFUN
xmlXPathCastToString,function,xpath.c:4416,,,xmlXPathObject;xmlChar
xmlXPathConvertString,function,xpath.c:4454,,,xmlXPathObject;xmlChar
xmlXPathCastToNumber,function,xpath.c:4571,,,xmlXPathObject;XMLPUBFUN
xmlXPathConvertNumber,function,xpath.c:4583,,,xmlXPathObjectPtr;xmlXPathObject
xmlXPathCastToBoolean,function,xpath.c:4641,,,xmlXPathObject;XMLPUBFUN
xmlXPathConvertBoolean,function,xpath.c:4680,,,xmlXPathObjectPtr;xmlXPathObject
xmlXPathEvalPredicate,function,xpath.c:11517,,,xmlXPathContext;xmlXPathObject;XMLPUBFUN
xmlXPathEval,function,xpath.c:11988,,,xmlXPathObjectPtr;xmlXPathObject;xmlXPathContext;xmlChar;xmlXPathParserContextPtr
xmlXPathParserContext,struct,include/libxml/xpath.h:366,,,xmlXPathObject;xmlXPathContext;xmlChar;xmlNode;xmlXPathCompExpr
xmlXPathVariable,struct,include/libxml/xpath.h:155,,,xmlXPathObject;xmlChar
xmlXPtrEval,function,xpointer.c:600,,,xmlXPathObjectPtr;xmlXPathObject;xmlXPathContext;xmlChar;xmlNodePtr;xmlXPathParserContextPtr;xmlNodeSetPtr
LLVMFuzzerTestOneInput,function,fuzz/xml.c:32,,,xmlAttrPtr;xmlRegexpPtr;xmlSaveCtxtPtr;xmlNotationPtr;xmlBuildRelativeURI;xmlURIEscape;xmlAttributePtr;xmlXIncludeCtxtPtr;xmlDOMWrapCtxtPtr;xmlNsPtr;xmlTextReaderPtr;xmlRefPtr;xmlXPathContextPtr;xmlChar;xmlParserCtxtPtr;xmlEntityPtr;xmlXPtrEval;xmlElementTypeVal;xmlValidCtxtPtr;xmlAttributeTablePtr;htmlDocPtr;xmlNodePtr;xmlBuildURI;xmlElementPtr;xmlSchemaValidCtxtPtr;xmlEntitiesTablePtr;xmlNotationTablePtr;xmlDocPtr;xmlBufferPtr;xmlAttributeType;BAD_CAST;xmlSchemaParserCtxtPtr;xmlOutputBufferPtr;xmlElementTablePtr;xmlDtdPtr;xmlURIPtr;xmlSchemaPtr;xmlAttributeDefault;xmlError;xpctxt
xmlXPathPErrMemory,function,xpath.c:690,,,XML_HIDDEN;xmlXPathParserContext
xmlXPathErr,function,xpath.c:705,,,xmlGenericErrorFunc;xmlErrorPtr;xmlXPathParserContext;xmlNodePtr;xmlStructuredErrorFunc;XMLPUBFUN
xmlXPatherror,function,xpath.c:775,,,XMLPUBFUN;xmlXPathParserContext
xmlXPathValuePop,function,xpath.c:1963,,,xmlXPathObjectPtr;xmlXPathObject;xmlXPathParserContext
xmlXPathValuePush,function,xpath.c:1991,,,xmlXPathObjectPtr;xmlXPathObject;XMLPUBFUN;xmlXPathParserContext
xmlXPathPopBoolean,function,xpath.c:2034,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathPopNumber,function,xpath.c:2059,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathPopString,function,xpath.c:2084,,,xmlXPathObjectPtr;xmlChar;xmlXPathParserContext
xmlXPathPopNodeSet,function,xpath.c:2108,,,xmlXPathObjectPtr;xmlNodeSet;xmlNodeSetPtr;xmlXPathParserContext
xmlXPathPopExternal,function,xpath.c:2136,,,xmlXPathObjectPtr;xmlXPathParserContext
xmlXPathNewParserContext,function,xpath.c:4792,,,xmlXPathContext;xmlXPathParserContextPtr;xmlChar;xmlXPathParserContext
xmlXPathFreeParserContext,function,xpath.c:4864,,,XMLPUBFUN;xmlXPathParserContext
xmlXPathEqualValues,function,xpath.c:5687,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathNotEqualValues,function,xpath.c:5760,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathCompareValues,function,xpath.c:5849,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathValueFlipSign,function,xpath.c:5961,,,XMLPUBFUN;xmlXPathParserContext
xmlXPathAddValues,function,xpath.c:5976,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathSubValues,function,xpath.c:5998,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathMultValues,function,xpath.c:6020,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathDivValues,function,xpath.c:6043,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathModValues,function,xpath.c:6065,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathNextChild,function,xpath.c:6139,,,xmlNode;xmlDocPtr;xmlXPathParserContext
xmlXPathNextDescendant,function,xpath.c:6256,,,xmlNode;xmlNodePtr;xmlXPathParserContext
xmlXPathNextDescendantOrSelf,function,xpath.c:6319,,,xmlNode;xmlXPathParserContext
xmlXPathNextParent,function,xpath.c:6342,,,xmlNsPtr;xmlAttrPtr;xmlXPathParserContext;xmlNode;xmlNodePtr
xmlXPathNextAncestor,function,xpath.c:6410,,,xmlNsPtr;xmlAttrPtr;xmlXPathParserContext;xmlNode;xmlNodePtr
xmlXPathNextFollowingSibling,function,xpath.c:6543,,,xmlNode;xmlNodePtr;xmlXPathParserContext
xmlXPathNextPrecedingSibling,function,xpath.c:6566,,,xmlNode;xmlNodePtr;xmlXPathParserContext
xmlXPathNextFollowing,function,xpath.c:6595,,,xmlNode;xmlNsPtr;xmlNodePtr;xmlXPathParserContext
xmlXPathNextPreceding,function,xpath.c:6665,,,xmlNode;xmlNsPtr;xmlNodePtr;xmlXPathParserContext
xmlXPathNextNamespace,function,xpath.c:6767,,,xmlNode;xmlNodePtr;xmlXPathParserContext
xmlXPathNextAttribute,function,xpath.c:6805,,,xmlNode;xmlNodePtr;xmlXPathParserContext
xmlXPathRoot,function,xpath.c:6840,,,xmlNodePtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathLastFunction,function,xpath.c:6864,,,XMLPUBFUN;xmlXPathParserContext
xmlXPathPositionFunction,function,xpath.c:6885,,,XMLPUBFUN;xmlXPathParserContext
xmlXPathCountFunction,function,xpath.c:6903,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathIdFunction,function,xpath.c:7000,,,xmlXPathObjectPtr;xmlChar;xmlXPathParserContext;XMLPUBFUN;xmlNodeSetPtr
xmlXPathLocalNameFunction,function,xpath.c:7061,,,xmlXPathObjectPtr;xmlNsPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathNamespaceURIFunction,function,xpath.c:7117,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathStringFunction,function,xpath.c:7265,,,xmlXPathObjectPtr;XMLPUBFUN;xmlChar;xmlXPathParserContext
xmlXPathStringLengthFunction,function,xpath.c:7303,,,xmlXPathObjectPtr;XMLPUBFUN;xmlChar;xmlXPathParserContext
xmlXPathConcatFunction,function,xpath.c:7341,,,xmlXPathObjectPtr;XMLPUBFUN;xmlChar;xmlXPathParserContext
xmlXPathContainsFunction,function,xpath.c:7387,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathStartsWithFunction,function,xpath.c:7420,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathSubstringFunction,function,xpath.c:7473,,,xmlXPathObjectPtr;XMLPUBFUN;xmlChar;xmlXPathParserContext
xmlXPathSubstringBeforeFunction,function,xpath.c:7560,,,xmlXPathObjectPtr;XMLPUBFUN;xmlChar;xmlXPathParserContext
xmlXPathSubstringAfterFunction,function,xpath.c:7605,,,xmlXPathObjectPtr;XMLPUBFUN;xmlChar;xmlXPathParserContext
xmlXPathNormalizeFunction,function,xpath.c:7650,,,XMLPUBFUN;xmlChar;xmlXPathParserContext
xmlXPathTranslateFunction,function,xpath.c:7715,,,xmlXPathObjectPtr;xmlBufPtr;xmlChar;xmlXPathParserContext;XMLPUBFUN
xmlXPathBooleanFunction,function,xpath.c:7816,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathNotFunction,function,xpath.c:7841,,,XMLPUBFUN;xmlXPathParserContext
xmlXPathTrueFunction,function,xpath.c:7856,,,XMLPUBFUN;xmlXPathParserContext
xmlXPathFalseFunction,function,xpath.c:7869,,,XMLPUBFUN;xmlXPathParserContext
xmlXPathLangFunction,function,xpath.c:7895,,,xmlXPathObjectPtr;xmlChar;xmlXPathParserContext;xmlNodePtr;XMLPUBFUN
xmlXPathNumberFunction,function,xpath.c:7940,,,xmlXPathObjectPtr;XMLPUBFUN;xmlChar;xmlXPathParserContext
xmlXPathSumFunction,function,xpath.c:7982,,,xmlXPathObjectPtr;XMLPUBFUN;xmlXPathParserContext
xmlXPathFloorFunction,function,xpath.c:8014,,,XMLPUBFUN;xmlXPathParserContext
xmlXPathCeilingFunction,function,xpath.c:8032,,,XMLPUBFUN;xmlXPathParserContext
xmlXPathRoundFunction,function,xpath.c:8056,,,XMLPUBFUN;xmlXPathParserContext
xmlXPathParseNCName,function,xpath.c:8100,,,xmlChar;xmlXPathParserContext
xmlXPathParseName,function,xpath.c:8152,,,xmlChar;xmlXPathParserContext
xmlXPathEvaluatePredicateResult,function,xpath.c:11553,,,xmlXPathObject;XMLPUBFUN;xmlXPathParserContext
xmlXPathEvalExpr,function,xpath.c:11930,,,xmlXPathCompExprPtr;xmlXPathParserContext
xmlSchemaAttribute,struct,include/libxml/schemasInternals.h:230,,,xmlSchemaAttribute;xmlSchemaTypeType;xmlSchemaVal;xmlChar;xmlNode;xmlSchemaType;xmlSchemaAnnot
xmlSchemaAttributeGroup,struct,include/libxml/schemasInternals.h:328,,,xmlSchemaAttribute;xmlSchemaTypeType;xmlChar;xmlSchemaWildcard;xmlNode;xmlSchemaAnnot;xmlSchemaAttributeGroup
xmlSchemaElement,struct,include/libxml/schemasInternals.h:629,,,xmlSchemaAttribute;xmlSchemaTypeType;xmlSchemaContentType;xmlChar;xmlSchemaType;xmlNode;xmlSchemaVal;xmlRegexp;xmlSchemaAnnot
xmlSchemaType,struct,include/libxml/schemasInternals.h:505,,,xmlSchemaAttribute;xmlSchemaType;xmlSchemaTypeType;xmlSchemaAttributeLink;xmlSchemaContentType;xmlSchemaFacet;xmlSchemaTypeLink;xmlChar;xmlSchemaWildcard;xmlNode;xmlSchemaFacetLink;xmlRegexp;xmlSchemaAnnot
xmlSchemaTypeLink,struct,include/libxml/schemasInternals.h:353,,,xmlSchemaType
xmlSchemaCheckFacet,function,xmlschemas.c:18228,,,ACTXT_CAST;xmlSchemaParserCtxt;xmlSchemaTypePtr;xmlChar;xmlSchemaType;XMLPUBFUN;xmlSchemaFacet
xmlSchemaFreeType,function,xmlschemas.c:3902,,,xmlSchemaFacetLinkPtr;xmlSchemaType;xmlSchemaItemListPtr;XMLPUBFUN;xmlSchemaFacetPtr
xmlSchemaGetBuiltInListSimpleTypeItemType,function,xmlschemastypes.c:1316,,,xmlSchemaType
xmlSchemaGetBuiltInType,function,xmlschemastypes.c:964,,,ACTXT_CAST;xmlSchemaType;xmlSchemaValType;XML_SCHEMAS_QNAME
xmlSchemaIsBuiltInTypeFacet,function,xmlschemastypes.c:888,,,xmlSchemaType;XMLPUBFUN
xmlSchemaValPredefTypeNode,function,xmlschemastypes.c:3589,,,xmlChar;xmlNode;xmlSchemaType;xmlSchemaVal;XMLPUBFUN
xmlSchemaValPredefTypeNodeNoNorm,function,xmlschemastypes.c:3608,,,xmlChar;xmlNode;xmlSchemaType;xmlSchemaVal;XMLPUBFUN
xmlSchemaValidateFacet,function,xmlschemastypes.c:5656,,,xmlChar;xmlSchemaType;xmlSchemaVal;XMLPUBFUN;xmlSchemaFacet
xmlSchemaValidateLengthFacet,function,xmlschemastypes.c:5373,,,xmlChar;xmlSchemaType;xmlSchemaVal;XMLPUBFUN;xmlSchemaFacet
xmlSchemaValidatePredefinedType,function,xmlschemastypes.c:3625,,,xmlSchemaType;xmlSchemaVal;XMLPUBFUN;xmlChar

## File Statistics
file,lines,functions
HTMLparser.c,6030,39
HTMLtree.c,1314,18
SAX2.c,2819,34
buf.c,1156,37
c14n.c,2171,4
catalog.c,3634,33
chvalid.c,174,9
debugXML.c,1529,11
dict.c,1026,19
encoding.c,3002,27
entities.c,719,11
error.c,1409,16
example/testWriter.c,1068,4
example/xpath1.c,243,3
fuzz/fuzz.c,603,20
fuzz/testFuzzer.c,324,1
fuzz/xml.c,263,3
globals.c,1130,20
hash.c,1297,23
include/libxml/HTMLparser.h,393,0
include/libxml/chvalid.h,218,0
include/libxml/encoding.h,339,0
include/libxml/entities.h,167,0
include/libxml/parser.h,2114,0
include/libxml/schemasInternals.h,792,0
include/libxml/tree.h,1545,0
include/libxml/uri.h,104,0
include/libxml/valid.h,456,0
include/libxml/xlink.h,197,0
include/libxml/xmlIO.h,392,0
include/libxml/xmlerror.h,1036,0
include/libxml/xpath.h,569,0
include/private/parser.h,158,0
include/private/threads.h,61,0
list.c,710,23
nanohttp.c,305,14
parser.c,13692,105
parserInternals.c,3483,72
pattern.c,2359,15
python/libxml.c,3679,17
python/libxml_wrap.h,317,0
python/types.c,895,34
relaxng.c,10614,25
runtest.c,5457,0
schematron.c,1990,10
shell.c,1590,1
testparser.c,1448,1
threads.c,504,18
timsort.h,603,2
tree.c,8914,107
uri.c,2777,14
valid.c,6559,67
xinclude.c,2190,14
xlink.c,165,4
xmlIO.c,2958,45
xmllint.c,3285,1
xmlmemory.c,516,19
xmlmodule.c,295,4
xmlreader.c,5407,85
xmlregexp.c,6331,25
xmlsave.c,2681,33
xmlschemas.c,28480,34
xmlschemastypes.c,6106,28
xmlstring.c,1137,30
xmlwriter.c,4553,80
xpath.c,12081,145
xpointer.c,666,2
xzlib.c,821,5
